[2026-05-26 17:46:31] train pipeline started
[2026-05-26 17:46:31] START clean stale train intermediates
[2026-05-26 17:46:31] DONE  clean stale train intermediates (0.0s)
[2026-05-26 17:46:31] START load data and make time splits
[2026-05-26 17:46:31] DONE  load data and make time splits (0.0s)
[2026-05-26 17:46:31] START build train candidates
[2026-05-26 17:51:08] DONE  build train candidates (276.8s)
[2026-05-26 17:51:08] START create train labels
[2026-05-26 17:51:24] DONE  create train labels (16.4s)
[2026-05-26 17:51:24] START build train features
[2026-05-26 17:51:25] build features chunk 1/16: part_000.parquet
[2026-05-26 17:54:48] build features chunk 2/16: part_001.parquet
[2026-05-26 17:58:22] build features chunk 3/16: part_002.parquet
[2026-05-26 18:02:09] build features chunk 4/16: part_003.parquet
[2026-05-26 18:05:56] build features chunk 5/16: part_004.parquet
[2026-05-26 18:10:15] build features chunk 6/16: part_005.parquet
[2026-05-26 18:13:57] build features chunk 7/16: part_006.parquet
[2026-05-26 18:17:38] build features chunk 8/16: part_007.parquet
[2026-05-26 18:21:57] build features chunk 9/16: part_008.parquet
[2026-05-26 18:26:09] build features chunk 10/16: part_009.parquet
[2026-05-26 18:30:19] build features chunk 11/16: part_010.parquet
[2026-05-26 18:34:21] build features chunk 12/16: part_011.parquet
[2026-05-26 18:38:06] build features chunk 13/16: part_012.parquet
[2026-05-26 18:42:21] build features chunk 14/16: part_013.parquet
[2026-05-26 18:46:23] build features chunk 15/16: part_014.parquet
[2026-05-26 18:50:42] build features chunk 16/16: part_015.parquet
[2026-05-26 18:54:46] DONE  build train features (3801.5s)
[2026-05-26 18:54:46] START prepare train matrix
[2026-05-26 18:55:12] prepare train matrix chunk 1: part_000.parquet
[2026-05-26 18:55:20] prepare train matrix chunk 2: part_001.parquet
[2026-05-26 18:55:29] prepare train matrix chunk 3: part_002.parquet
[2026-05-26 18:55:38] prepare train matrix chunk 4: part_003.parquet
[2026-05-26 18:55:47] prepare train matrix chunk 5: part_004.parquet
[2026-05-26 18:55:56] prepare train matrix chunk 6: part_005.parquet
[2026-05-26 18:56:05] prepare train matrix chunk 7: part_006.parquet
[2026-05-26 18:56:14] prepare train matrix chunk 8: part_007.parquet
[2026-05-26 18:56:23] prepare train matrix chunk 9: part_008.parquet
[2026-05-26 18:56:31] prepare train matrix chunk 10: part_009.parquet
[2026-05-26 18:56:40] prepare train matrix chunk 11: part_010.parquet
[2026-05-26 18:56:49] prepare train matrix chunk 12: part_011.parquet
[2026-05-26 18:56:58] prepare train matrix chunk 13: part_012.parquet
[2026-05-26 18:57:07] prepare train matrix chunk 14: part_013.parquet
[2026-05-26 18:57:16] prepare train matrix chunk 15: part_014.parquet
[2026-05-26 18:57:25] prepare train matrix chunk 16: part_015.parquet
[2026-05-26 18:57:42] DONE  prepare train matrix (176.1s)
[2026-05-26 18:57:42] START train LightGBM
[2026-05-26 18:57:44] train sample batch 1: read 500,000/66,128,156 rows, kept 100,548/3,000,000 sampled rows
[2026-05-26 18:57:44] train sample batch 2: read 1,000,000/66,128,156 rows, kept 200,648/3,000,000 sampled rows
[2026-05-26 18:57:45] train sample batch 3: read 1,500,000/66,128,156 rows, kept 214,816/3,000,000 sampled rows
[2026-05-26 18:57:46] train sample batch 4: read 2,000,000/66,128,156 rows, kept 224,740/3,000,000 sampled rows
[2026-05-26 18:57:46] train sample batch 5: read 2,500,000/66,128,156 rows, kept 235,112/3,000,000 sampled rows
[2026-05-26 18:57:47] train sample batch 6: read 3,000,000/66,128,156 rows, kept 245,008/3,000,000 sampled rows
[2026-05-26 18:57:47] train sample batch 7: read 3,500,000/66,128,156 rows, kept 254,908/3,000,000 sampled rows
[2026-05-26 18:57:48] train sample batch 8: read 4,000,000/66,128,156 rows, kept 265,328/3,000,000 sampled rows
[2026-05-26 18:57:48] train sample batch 9: read 4,117,421/66,128,156 rows, kept 267,624/3,000,000 sampled rows
[2026-05-26 18:57:49] train sample batch 10: read 4,617,421/66,128,156 rows, kept 368,212/3,000,000 sampled rows
[2026-05-26 18:57:49] train sample batch 11: read 5,117,421/66,128,156 rows, kept 469,524/3,000,000 sampled rows
[2026-05-26 18:57:50] train sample batch 12: read 5,617,421/66,128,156 rows, kept 484,236/3,000,000 sampled rows
[2026-05-26 18:57:51] train sample batch 13: read 6,117,421/66,128,156 rows, kept 494,604/3,000,000 sampled rows
[2026-05-26 18:57:51] train sample batch 14: read 6,617,421/66,128,156 rows, kept 504,896/3,000,000 sampled rows
[2026-05-26 18:57:52] train sample batch 15: read 7,117,421/66,128,156 rows, kept 515,088/3,000,000 sampled rows
[2026-05-26 18:57:52] train sample batch 16: read 7,617,421/66,128,156 rows, kept 525,584/3,000,000 sampled rows
[2026-05-26 18:57:53] train sample batch 17: read 8,117,421/66,128,156 rows, kept 535,732/3,000,000 sampled rows
[2026-05-26 18:57:53] train sample batch 18: read 8,246,925/66,128,156 rows, kept 538,392/3,000,000 sampled rows
[2026-05-26 18:57:54] train sample batch 19: read 8,746,925/66,128,156 rows, kept 640,604/3,000,000 sampled rows
[2026-05-26 18:57:54] train sample batch 20: read 9,246,925/66,128,156 rows, kept 740,912/3,000,000 sampled rows
[2026-05-26 18:57:56] train sample batch 21: read 9,746,925/66,128,156 rows, kept 755,864/3,000,000 sampled rows
[2026-05-26 18:57:56] train sample batch 22: read 10,246,925/66,128,156 rows, kept 766,032/3,000,000 sampled rows
[2026-05-26 18:57:57] train sample batch 23: read 10,746,925/66,128,156 rows, kept 776,428/3,000,000 sampled rows
[2026-05-26 18:57:57] train sample batch 24: read 11,246,925/66,128,156 rows, kept 786,856/3,000,000 sampled rows
[2026-05-26 18:57:58] train sample batch 25: read 11,746,925/66,128,156 rows, kept 797,684/3,000,000 sampled rows
[2026-05-26 18:57:58] train sample batch 26: read 12,246,925/66,128,156 rows, kept 807,872/3,000,000 sampled rows
[2026-05-26 18:57:58] train sample batch 27: read 12,370,561/66,128,156 rows, kept 810,396/3,000,000 sampled rows
[2026-05-26 18:57:59] train sample batch 28: read 12,870,561/66,128,156 rows, kept 910,608/3,000,000 sampled rows
[2026-05-26 18:58:00] train sample batch 29: read 13,370,561/66,128,156 rows, kept 1,011,536/3,000,000 sampled rows
[2026-05-26 18:58:00] train sample batch 30: read 13,870,561/66,128,156 rows, kept 1,026,672/3,000,000 sampled rows
[2026-05-26 18:58:01] train sample batch 31: read 14,370,561/66,128,156 rows, kept 1,036,868/3,000,000 sampled rows
[2026-05-26 18:58:01] train sample batch 32: read 14,870,561/66,128,156 rows, kept 1,047,192/3,000,000 sampled rows
[2026-05-26 18:58:02] train sample batch 33: read 15,370,561/66,128,156 rows, kept 1,057,072/3,000,000 sampled rows
[2026-05-26 18:58:02] train sample batch 34: read 15,870,561/66,128,156 rows, kept 1,067,552/3,000,000 sampled rows
[2026-05-26 18:58:03] train sample batch 35: read 16,370,561/66,128,156 rows, kept 1,077,788/3,000,000 sampled rows
[2026-05-26 18:58:03] train sample batch 36: read 16,511,807/66,128,156 rows, kept 1,080,632/3,000,000 sampled rows
[2026-05-26 18:58:04] train sample batch 37: read 17,011,807/66,128,156 rows, kept 1,181,220/3,000,000 sampled rows
[2026-05-26 18:58:04] train sample batch 38: read 17,511,807/66,128,156 rows, kept 1,282,092/3,000,000 sampled rows
[2026-05-26 18:58:05] train sample batch 39: read 18,011,807/66,128,156 rows, kept 1,296,520/3,000,000 sampled rows
[2026-05-26 18:58:05] train sample batch 40: read 18,511,807/66,128,156 rows, kept 1,306,552/3,000,000 sampled rows
[2026-05-26 18:58:06] train sample batch 41: read 19,011,807/66,128,156 rows, kept 1,317,148/3,000,000 sampled rows
[2026-05-26 18:58:06] train sample batch 42: read 19,511,807/66,128,156 rows, kept 1,327,172/3,000,000 sampled rows
[2026-05-26 18:58:07] train sample batch 43: read 20,011,807/66,128,156 rows, kept 1,337,344/3,000,000 sampled rows
[2026-05-26 18:58:07] train sample batch 44: read 20,511,807/66,128,156 rows, kept 1,347,044/3,000,000 sampled rows
[2026-05-26 18:58:07] train sample batch 45: read 20,634,808/66,128,156 rows, kept 1,349,532/3,000,000 sampled rows
[2026-05-26 18:58:08] train sample batch 46: read 21,134,808/66,128,156 rows, kept 1,450,384/3,000,000 sampled rows
[2026-05-26 18:58:09] train sample batch 47: read 21,634,808/66,128,156 rows, kept 1,551,232/3,000,000 sampled rows
[2026-05-26 18:58:09] train sample batch 48: read 22,134,808/66,128,156 rows, kept 1,566,536/3,000,000 sampled rows
[2026-05-26 18:58:10] train sample batch 49: read 22,634,808/66,128,156 rows, kept 1,576,792/3,000,000 sampled rows
[2026-05-26 18:58:10] train sample batch 50: read 23,134,808/66,128,156 rows, kept 1,587,648/3,000,000 sampled rows
[2026-05-26 18:58:11] train sample batch 51: read 23,634,808/66,128,156 rows, kept 1,597,824/3,000,000 sampled rows
[2026-05-26 18:58:11] train sample batch 52: read 24,134,808/66,128,156 rows, kept 1,608,028/3,000,000 sampled rows
[2026-05-26 18:58:12] train sample batch 53: read 24,634,808/66,128,156 rows, kept 1,618,716/3,000,000 sampled rows
[2026-05-26 18:58:12] train sample batch 54: read 24,761,199/66,128,156 rows, kept 1,621,244/3,000,000 sampled rows
[2026-05-26 18:58:13] train sample batch 55: read 25,261,199/66,128,156 rows, kept 1,720,728/3,000,000 sampled rows
[2026-05-26 18:58:13] train sample batch 56: read 25,761,199/66,128,156 rows, kept 1,820,360/3,000,000 sampled rows
[2026-05-26 18:58:14] train sample batch 57: read 26,261,199/66,128,156 rows, kept 1,835,360/3,000,000 sampled rows
[2026-05-26 18:58:15] train sample batch 58: read 26,761,199/66,128,156 rows, kept 1,845,640/3,000,000 sampled rows
[2026-05-26 18:58:15] train sample batch 59: read 27,261,199/66,128,156 rows, kept 1,856,336/3,000,000 sampled rows
[2026-05-26 18:58:16] train sample batch 60: read 27,761,199/66,128,156 rows, kept 1,866,716/3,000,000 sampled rows
[2026-05-26 18:58:16] train sample batch 61: read 28,261,199/66,128,156 rows, kept 1,877,392/3,000,000 sampled rows
[2026-05-26 18:58:17] train sample batch 62: read 28,761,199/66,128,156 rows, kept 1,887,752/3,000,000 sampled rows
[2026-05-26 18:58:17] train sample batch 63: read 28,899,286/66,128,156 rows, kept 1,890,376/3,000,000 sampled rows
[2026-05-26 18:58:18] train sample batch 64: read 29,399,286/66,128,156 rows, kept 1,991,152/3,000,000 sampled rows
[2026-05-26 18:58:18] train sample batch 65: read 29,899,286/66,128,156 rows, kept 2,093,116/3,000,000 sampled rows
[2026-05-26 18:58:19] train sample batch 66: read 30,399,286/66,128,156 rows, kept 2,109,088/3,000,000 sampled rows
[2026-05-26 18:58:19] train sample batch 67: read 30,899,286/66,128,156 rows, kept 2,119,316/3,000,000 sampled rows
[2026-05-26 18:58:20] train sample batch 68: read 31,399,286/66,128,156 rows, kept 2,129,668/3,000,000 sampled rows
[2026-05-26 18:58:20] train sample batch 69: read 31,899,286/66,128,156 rows, kept 2,139,864/3,000,000 sampled rows
[2026-05-26 18:58:21] train sample batch 70: read 32,399,286/66,128,156 rows, kept 2,150,248/3,000,000 sampled rows
[2026-05-26 18:58:21] train sample batch 71: read 32,899,286/66,128,156 rows, kept 2,160,524/3,000,000 sampled rows
[2026-05-26 18:58:22] train sample batch 72: read 33,041,423/66,128,156 rows, kept 2,163,476/3,000,000 sampled rows
[2026-05-26 18:58:22] train sample batch 73: read 33,541,423/66,128,156 rows, kept 2,265,464/3,000,000 sampled rows
[2026-05-26 18:58:23] train sample batch 74: read 34,041,423/66,128,156 rows, kept 2,367,060/3,000,000 sampled rows
[2026-05-26 18:58:24] train sample batch 75: read 34,541,423/66,128,156 rows, kept 2,382,296/3,000,000 sampled rows
[2026-05-26 18:58:24] train sample batch 76: read 35,041,423/66,128,156 rows, kept 2,392,432/3,000,000 sampled rows
[2026-05-26 18:58:25] train sample batch 77: read 35,541,423/66,128,156 rows, kept 2,402,692/3,000,000 sampled rows
[2026-05-26 18:58:25] train sample batch 78: read 36,041,423/66,128,156 rows, kept 2,412,728/3,000,000 sampled rows
